655.433617898608	364.751625187664
634.854187721320	368.362051534556
573.156459486385	376.569953868775
658.235781135666	385.575564516889
638.091652054360	388.419441563661
575.763346779260	397.89903171957
640.698539347235	409.511529660559
598.990181624530	414.652313013987
578.309534072595	418.381610113516
664.083367361771	427.874366366864
643.063692800787	430.2475554302
581.236717793980	438.695161571011
666.773432268301	448.150376795679
604.984700218728	455.846482211106
583.655493781686	458.924924377277
669.013218601912	468.39920079903
648.832629558468	471.01520308244
606.976593023917	476.99463687309
586.422289368557	480.358068380331
672.002935497237	488.95350445439
651.448631841877	492.316935961631
610.713739143073	497.54894052845
589.412006263882	501.286086647606
674.992652392562	510.255237333581
654.438348737202	512.871239616991
613.329741426482	518.10324418381
592.401723159207	521.46667569105
677.608654675972	530.435826377026
657.054351020612	533.425543272351
637.247476589083	536.415260167676
616.319458321807	539.031262451085
595.391440054532	542.02097934641
680.598371571297	550.61641542047
660.417782527852	554.353561539626
640.610908096324	556.969563823036
618.561745993301	559.959280718361
598.381156949857	562.948997613686
642.105766543986	566.686143732842
685.830376138116	592.846166566937
665.649787094671	595.08845423843
645.469198051227	598.078171133755
624.541179783951	601.06788802908
604.360590740507	604.057604924406
689.031043719604	613.653328759184
668.688825402354	616.922613845884
648.418314698097	618.825433153453
627.100275109519	622.007230106972
607.373133997700	624.234487974436
691.690753265956	633.461699139641
671.009073068082	636.961675788512
650.963752260912	639.188933655976
629.963892367686	641.734371218791
608.964032474460	645.552527563014
694.554370524123	654.779738728219
674.190870021601	657.643355986386
632.509329930501	663.370590502721
611.509470037275	666.234207760888
614.532458348548	686.115369385426
700.279497026054	695.43569967646
680.147583597422	697.672578946308
638.392503893593	703.637590332569
618.260590464961	706.992909237341
659.642856957149	701.400711062721
702.889189507543	715.940426316733
682.757276078911	717.431679163298
661.879736226997	720.78699806807
641.002196375082	724.142316972842
621.243096158092	727.870449089256
706.617321623957	736.072339745365
685.366968560401	739.054845438495
643.984702068213	744.274230401474
622.734349004657	747.629549306246
688.349474253531	759.186758867127
667.830643606047	762.889654396907
646.058352046193	765.872160090037
