fiducial_curve_1.JPG
      6.27608    -0.845267      73.6868
      6.27050    -0.849499      73.5198
      6.26030    -0.853291      73.3709
      6.24615    -0.856387      73.2502
      6.22900    -0.858574      73.1658
      6.20999    -0.859704      73.1238
